,fecha,año_hecho,calle,estado,ciudad,precio,año_renovado,metros_cuadrados,pisos,habitaciones,baños,codigo_zip
1209,14/08/2019,01/01/1950,2200 RIEK RD,TX,DALLAS,1682340.0,1999.0,1518.0,2.0,5.0,5.0,75228.0
1210,26/06/2019,01/01/1948,3737 ROCK QUARRY RD,TX,DALLAS,300400.0,1999.0,338.0,1.0,2.0,1.0,75211.0
1211,22/07/2019,01/01/1943,9800 PEBBLE VALLEY LN,TX,DALLAS,465220.0,1999.0,518.0,2.0,2.0,2.0,75217.0
1212,26/06/2019,01/01/1942,3200 ADBRITAIN DR,TX,DALLAS,227970.0,1999.0,479.0,1.0,2.0,1.0,75211.0
1213,31/07/2019,01/01/1942,3601 OVID AVE,TX,DALLAS,341130.0,1999.0,363.0,1.0,2.0,1.0,75224.0
1214,03/07/2019,01/01/1940,3700 VINEYARD DR,TX,DALLAS,1176460.0,1999.0,671.0,1.0,3.0,3.0,75212.0
1215,29/07/2019,01/01/1940,9401 EL CENTRO DR,TX,DALLAS,300330.0,1999.0,305.0,1.0,2.0,1.0,75220.0
1216,24/06/2019,01/01/1940,3901 ADRIAN DR,TX,DALLAS,851940.0,1999.0,838.0,2.0,4.0,4.0,75209.0
1217,07/07/2019,01/01/1940,6700 INVERNESS LN,TX,DALLAS,455910.0,1999.0,378.0,1.0,2.0,1.0,75214.0
1218,06/08/2019,01/01/1939,6800 WOODMARK CT,TX,DALLAS,2960.0,1999.0,710.0,2.0,2.0,2.0,75230.0
1219,15/07/2019,01/01/1935,4801 BISMARK DR,TX,DALLAS,753450.0,1999.0,878.0,2.0,5.0,3.0,75216.0
1220,14/08/2019,01/01/1932,4801 ALDENBURY ST,TX,DALLAS,336660.0,1999.0,472.0,2.0,3.0,1.0,75228.0
1221,12/08/2019,01/01/1931,3301 MAYHEW DR,TX,DALLAS,549930.0,1999.0,564.0,2.0,4.0,1.0,75228.0
1222,08/08/2019,01/01/1923,3001 WEATHER VANE LN,TX,DALLAS,221870.0,1999.0,427.0,2.0,4.0,1.0,75228.0
1223,11/07/2019,01/01/1922,5100 LOBELLO DR,TX,DALLAS,424580.0,1999.0,296.0,1.0,2.0,1.0,75229.0
1224,19/06/2019,01/01/1921,1108 QUAKER ST,TX,DALLAS,610040.0,1999.0,701.0,2.0,5.0,2.0,75207.0
1225,07/06/2019,01/01/1971,1501 FEDERAL ST,TX,DALLAS,285590.0,1998.0,604.0,1.0,3.0,2.0,75201.0
1226,07/06/2019,01/01/1971,2323 BRYAN ST,TX,DALLAS,316730.0,1998.0,424.0,1.0,3.0,1.0,75201.0
1227,17/07/2019,01/01/1971,9301 MUSGRAVE DR,TX,DALLAS,211640.0,1998.0,393.0,1.0,4.0,2.0,75217.0
1228,17/06/2019,01/01/1971,5400 CAMBRIDGE AVE,TX,DALLAS,368890.0,1998.0,463.0,1.0,3.0,1.0,75205.0
1229,09/07/2019,01/01/1970,1601 SEEGAR ST,TX,DALLAS,327880.0,1998.0,539.0,1.0,4.0,2.0,75215.0
1230,29/07/2019,01/01/1969,10100 WALLER DR,TX,DALLAS,280000.0,1998.0,357.0,1.0,3.0,1.0,75229.0
1231,03/07/2019,01/01/1968,4100 NORCO ST,TX,DALLAS,307410.0,1998.0,372.0,1.0,3.0,1.0,75212.0
1232,12/06/2019,01/01/1967,3201 HASKELL AVE,TX,DALLAS,412690.0,1998.0,680.0,1.0,4.0,3.0,75204.0
1233,22/07/2019,01/01/1966,7900 GROTON LN,TX,DALLAS,408120.0,1998.0,619.0,1.0,3.0,2.0,75217.0
1234,29/07/2019,01/01/1943,9100 VALLEY CHAPEL LN,TX,DALLAS,260100.0,1998.0,378.0,1.0,2.0,2.0,75220.0
1235,28/07/2019,01/01/1942,2474 MANANA DR,TX,DALLAS,236380.0,1998.0,283.0,1.0,2.0,1.0,75220.0
1236,14/07/2019,01/01/1942,3600 KOLLOCH DR,TX,DALLAS,452430.0,1998.0,536.0,1.0,3.0,2.0,75216.0
1237,28/06/2019,01/01/1942,2600 KINGSTON ST,TX,DALLAS,380050.0,1998.0,268.0,1.0,2.0,1.0,75211.0
1238,20/06/2019,01/01/1941,2000 EVANSTON AVE,TX,DALLAS,790150.0,1998.0,607.0,1.0,3.0,2.0,75208.0
1239,26/06/2019,01/01/1941,600 ROSE COTTAGE PL,TX,DALLAS,453110.0,1998.0,402.0,1.0,2.0,1.0,75211.0
1240,11/06/2019,01/01/1940,200 SANTA FE AVE,TX,DALLAS,653300.0,1998.0,515.0,1.0,3.0,2.0,75203.0
1241,14/06/2019,01/01/1940,7001 HUNTERS GLEN RD,TX,DALLAS,446380.0,1998.0,375.0,1.0,2.0,2.0,75205.0
1242,03/07/2019,01/01/1940,3501 LAKE BEND DR,TX,DALLAS,346360.0,1998.0,378.0,1.0,2.0,1.0,75212.0
1243,14/06/2019,01/01/1939,1100 MANDERLY CT,TX,DALLAS,482470.0,1998.0,488.0,1.0,3.0,2.0,75204.0
1244,08/07/2019,01/01/1933,2900 WHITE ROCK RD,TX,DALLAS,835910.0,1998.0,491.0,2.0,4.0,3.0,75214.0
1245,13/08/2019,01/01/1932,8531 SWEETWOOD DR,TX,DALLAS,151150.0,1998.0,241.0,1.0,2.0,1.0,75228.0
1246,09/07/2019,01/01/1928,3800 CROZIER ST,TX,DALLAS,491870.0,1998.0,387.0,1.0,3.0,2.0,75215.0
1247,14/06/2019,01/01/1918,1100 FLORIDE ST,TX,DALLAS,744840.0,1998.0,978.0,2.0,4.0,3.0,75204.0
1248,30/07/2019,01/01/1914,401 CLERMONT AVE,TX,DALLAS,565380.0,1998.0,485.0,1.0,2.0,1.0,75223.0
1249,22/07/2019,01/01/1952,900 JESSICA LN,TX,DALLAS,870310.0,1997.0,981.0,2.0,4.0,4.0,75217.0
1250,29/07/2019,01/01/1943,4201 GLOSTER RD,TX,DALLAS,524147.3,1997.0,689.5,2.0,5.0,5.0,75220.0
1251,30/07/2019,01/01/1942,5301 PARRY AVE,TX,DALLAS,502320.0,1997.0,424.0,1.0,3.0,2.0,75223.0
1252,13/08/2019,01/01/1942,2601 HEATHERWOOD DR,TX,DALLAS,430240.0,1997.0,329.0,1.0,2.0,1.0,75228.0
1253,02/07/2019,01/01/1942,3101 VIA HELENA DR,TX,DALLAS,726590.0,1997.0,832.0,2.0,3.0,2.0,75211.0
1254,01/08/2019,01/01/1941,800 JAGUAR LN,TX,DALLAS,195360.0,1997.0,387.0,1.0,2.0,1.0,75226.0
1255,21/06/2019,01/01/1939,1500 TAFT ST,TX,DALLAS,181910.0,1997.0,381.0,1.0,3.0,1.0,75208.0
1256,11/07/2019,01/01/1939,1601 LORIS LN,TX,DALLAS,435950.0,1997.0,363.0,1.0,3.0,2.0,75216.0
1257,07/07/2019,01/01/1938,10500 ROYAL SPRINGS DR,TX,DALLAS,1130.0,1997.0,271.0,1.0,1.0,1.0,75229.0
1258,23/07/2019,01/01/1913,9500 CIRCLEWOOD DR,TX,DALLAS,190960.0,1997.0,271.0,1.0,1.0,1.0,75217.0
1259,26/06/2019,01/01/1912,1200 ROBERT B CULLUM BLVD,TX,DALLAS,1508540.0,1997.0,1137.0,3.0,4.0,3.0,75210.0
1260,25/06/2019,01/01/1964,4301 MACARTHUR AVE,TX,DALLAS,1800300.0,1996.0,1414.0,1.0,4.0,4.0,75209.0
1261,14/08/2019,01/01/1960,3236 ROSEBANK DR,TX,DALLAS,753190.0,1996.0,945.0,1.0,4.0,3.0,75228.0
1262,10/07/2019,01/01/1954,2600 DONALD ST,TX,DALLAS,606710.0,1996.0,485.0,2.0,4.0,2.0,75215.0
1263,03/07/2019,01/01/1953,4000 PUGET ST,TX,DALLAS,512230.0,1996.0,479.0,1.0,3.0,2.0,75212.0
1264,15/07/2019,01/01/1952,4900 DUPONT CIR,TX,DALLAS,431830.0,1996.0,652.0,1.0,3.0,2.0,75216.0
1265,11/06/2019,01/01/1952,1501 FIJI ST,TX,DALLAS,676400.0,1996.0,299.0,1.0,2.0,1.0,75203.0
1266,02/07/2019,01/01/1952,6000 VERDE WAY,TX,DALLAS,536920.0,1996.0,363.0,1.0,2.0,1.0,75211.0
1267,28/06/2019,01/01/1951,5000 LEONILA PLZ,TX,DALLAS,649040.0,1996.0,756.0,1.0,4.0,3.0,75211.0
1268,17/06/2019,01/01/1951,3509 ASBURY ST,TX,DALLAS,582320.0,1996.0,683.0,1.0,4.0,2.0,75205.0
1269,28/06/2019,01/01/1950,3001 RAYDELL PL,TX,DALLAS,672540.0,1996.0,524.0,1.0,4.0,2.0,75211.0
1270,14/07/2019,01/01/1950,4501 SOLAR LN,TX,DALLAS,238180.0,1996.0,451.0,1.0,3.0,1.0,75216.0
1271,08/08/2019,01/01/1950,3701 PUERTO RICO DR,TX,DALLAS,298250.0,1996.0,415.0,1.0,2.0,1.0,75228.0
1272,18/07/2019,01/01/1950,10800 BRAVURA LN,TX,DALLAS,371530.0,1996.0,338.0,1.0,2.0,1.0,75217.0
1273,04/07/2019,01/01/1950,3000 RUDER ST,TX,DALLAS,437230.0,1996.0,402.0,1.0,2.0,1.0,75212.0
1274,24/06/2019,01/01/1950,8401 SWANANOAH RD,TX,DALLAS,1003420.0,1996.0,805.0,1.0,2.0,2.0,75209.0
1275,21/07/2019,01/01/1949,7701 DASCH ST,TX,DALLAS,461370.0,1996.0,393.0,1.0,2.0,2.0,75217.0
1276,29/07/2019,01/01/1949,10501 KING WILLIAM DR,TX,DALLAS,438520.0,1996.0,536.0,1.0,3.0,2.0,75220.0
1277,22/07/2019,01/01/1948,300 CENTENNIAL DR,TX,DALLAS,642460.0,1996.0,472.0,1.0,3.0,2.0,75217.0
1278,21/06/2019,01/01/1947,11100 MALIBU DR,TX,DALLAS,137790.0,1996.0,527.0,2.0,4.0,1.0,75229.0
1279,31/07/2019,01/01/1947,2801 BRISTOL DR,TX,DALLAS,320330.0,1996.0,329.0,1.0,2.0,1.0,75224.0
1280,20/06/2019,01/01/1947,2300 HARDWICK ST,TX,DALLAS,242610.0,1996.0,457.0,1.0,3.0,2.0,75208.0
1281,19/06/2019,01/01/1946,5300 ROWENA ST,TX,DALLAS,584150.0,1996.0,424.0,1.0,2.0,2.0,75206.0
1282,17/06/2019,01/01/1944,5501 KEY ST,TX,DALLAS,501360.0,1996.0,351.0,1.0,3.0,1.0,75205.0
1283,15/07/2019,01/01/1939,3001 PONDER DR,TX,DALLAS,459620.0,1996.0,488.0,1.0,2.0,1.0,75229.0
1284,07/06/2019,01/01/1939,1813 CAMACHO PLZ,TX,DALLAS,493270.0,1996.0,338.0,1.0,2.0,1.0,75201.0
1285,21/06/2019,01/01/1939,1100 KENSINGTON LN,TX,DALLAS,245540.0,1996.0,314.0,1.0,2.0,1.0,75208.0
1286,15/07/2019,01/01/1968,4901 STROBEL AVE,TX,DALLAS,165660.0,1995.0,320.0,1.0,3.0,1.0,75216.0
1287,21/07/2019,01/01/1968,6201 TRINITY CREEK DR,TX,DALLAS,420510.0,1995.0,408.0,1.0,4.0,2.0,75217.0
1288,15/07/2019,01/01/1968,2301 APPLETON DR,TX,DALLAS,313050.0,1995.0,552.0,2.0,4.0,1.0,75216.0
1289,30/07/2019,01/01/1967,401 PARKVIEW AVE,TX,DALLAS,389330.0,1995.0,680.0,2.0,4.0,2.0,75223.0
1290,25/06/2019,01/01/1963,7200 KENWELL ST,TX,DALLAS,618370.0,1995.0,893.0,1.0,4.0,3.0,75209.0
1291,28/07/2019,01/01/1963,9901 CHIRENO ST,TX,DALLAS,403370.0,1995.0,585.0,2.0,4.0,2.0,75220.0
1292,15/07/2019,01/01/1963,1200 HORTENSE AVE,TX,DALLAS,470650.0,1995.0,719.0,1.0,3.0,2.0,75216.0
1293,30/07/2019,01/01/1963,2000 RUGGED DR,TX,DALLAS,207240.0,1995.0,402.0,1.0,3.0,1.0,75224.0
1294,04/07/2019,01/01/1954,1700 DULUTH ST,TX,DALLAS,253030.0,1995.0,399.0,1.0,2.0,1.0,75212.0
1295,09/07/2019,01/01/1951,2600 ATLANTA ST,TX,DALLAS,468200.0,1995.0,314.0,1.0,3.0,1.0,75215.0
1296,22/07/2019,01/01/1951,200 OKLAUNION DR,TX,DALLAS,210530.0,1995.0,354.0,1.0,1.0,1.0,75217.0
1297,23/07/2019,01/01/1951,9200 MOUNTAIN CABIN RD,TX,DALLAS,651750.0,1995.0,469.0,1.0,3.0,2.0,75217.0
1298,19/06/2019,01/01/1951,5801 ORAM ST,TX,DALLAS,374630.0,1995.0,463.0,1.0,3.0,1.0,75206.0
1299,25/07/2019,01/01/1951,8800 GRENORE DR,TX,DALLAS,325100.0,1995.0,296.0,1.0,2.0,1.0,75218.0
1300,16/07/2019,01/01/1950,7700 COLEBROOK DR,TX,DALLAS,516830.0,1995.0,1061.0,2.0,3.0,3.0,75217.0
1301,30/07/2019,01/01/1950,5400 BEEMAN AVE,TX,DALLAS,331940.0,1995.0,966.0,1.0,6.0,2.0,75223.0
1302,16/07/2019,01/01/1950,7200 WALLACE ST,TX,DALLAS,372570.0,1995.0,332.0,1.0,3.0,1.0,75217.0
1303,17/06/2019,01/01/1950,3501 SAINT JOHNS DR,TX,DALLAS,315690.0,1995.0,494.0,1.0,3.0,2.0,75205.0
1304,20/06/2019,01/01/1948,1400 JUNIOR DR,TX,DALLAS,343240.0,1995.0,643.0,1.0,3.0,2.0,75208.0
1305,22/07/2019,01/01/1948,8300 KINGSFIELD RD,TX,DALLAS,345440.0,1995.0,259.0,1.0,2.0,1.0,75217.0
1306,22/07/2019,01/01/1948,9800 MILL VALLEY LN,TX,DALLAS,143790.0,1995.0,491.0,1.0,4.0,1.0,75217.0
1307,13/08/2019,01/01/1947,12000 ARBARGEE CIR,TX,DALLAS,232740.0,1995.0,256.0,1.0,2.0,1.0,75230.0
1308,14/07/2019,01/01/1947,3000 GARRISON AVE,TX,DALLAS,443490.0,1995.0,756.0,1.0,3.0,2.0,75216.0
1309,07/06/2019,01/01/1947,3007 SANTIAGO PLZ,TX,DALLAS,466410.0,1995.0,576.0,1.0,3.0,2.0,75201.0
1310,18/07/2019,01/01/1947,7900 ALTO GARDEN DR,TX,DALLAS,557220.0,1995.0,561.0,1.0,3.0,2.0,75217.0
1311,11/07/2019,01/01/1947,1301 GLEN AVE,TX,DALLAS,256460.0,1995.0,287.0,1.0,2.0,1.0,75216.0
1312,29/07/2019,01/01/1946,9301 FRENCHMANS WAY,TX,DALLAS,328430.0,1995.0,323.0,1.0,3.0,1.0,75220.0
1313,16/07/2019,01/01/1946,1800 OAK HILL CIR,TX,DALLAS,405840.0,1995.0,552.0,1.0,3.0,2.0,75217.0
1314,08/08/2019,01/01/1946,2101 SANTA ANNA AVE,TX,DALLAS,396270.0,1995.0,604.0,1.0,5.0,2.0,75228.0
1315,25/06/2019,01/01/1946,5501 LA FOY BLVD,TX,DALLAS,443060.0,1995.0,466.0,2.0,2.0,2.0,75209.0
1316,10/07/2019,01/01/1944,2701 COMMODORE DR,TX,DALLAS,229880.0,1995.0,421.0,1.0,2.0,1.0,75215.0
1317,25/07/2019,01/01/1943,10700 PALACE WAY,TX,DALLAS,481630.0,1995.0,710.0,1.0,4.0,1.0,75218.0
1318,29/07/2019,01/01/1941,3701 CLOVER LN,TX,DALLAS,531670.0,1995.0,527.0,1.0,2.0,2.0,75220.0
1319,30/07/2019,01/01/1941,2901 JEROME ST,TX,DALLAS,192470.0,1995.0,351.0,1.0,1.0,1.0,75223.0
1320,30/07/2019,01/01/1939,2100 BERKLEY AVE,TX,DALLAS,347650.0,1995.0,521.0,1.0,2.0,2.0,75224.0
1321,24/06/2019,01/01/1939,9100 EASTERN AVE,TX,DALLAS,112850.0,1995.0,274.0,1.0,2.0,1.0,75209.0
1322,17/07/2019,01/01/1937,10300 WATERBURY DR,TX,DALLAS,1689690.0,1995.0,933.0,2.0,4.0,3.0,75217.0
1323,22/07/2019,01/01/1929,733 CLIFFVIEW DR,TX,DALLAS,547480.0,1995.0,600.0,2.0,4.0,1.0,75217.0
1324,21/07/2019,01/01/1928,400 BOLERO AVE,TX,DALLAS,375680.0,1995.0,600.0,2.0,3.0,1.0,75217.0
1325,11/07/2019,01/01/1928,2201 BELKNAP AVE,TX,DALLAS,661310.0,1995.0,634.0,2.0,3.0,2.0,75216.0
1326,21/07/2019,01/01/1927,1000 CREEKSIDE DR,TX,DALLAS,1737210.0,1995.0,960.0,2.0,4.0,2.0,75217.0
1327,30/07/2019,01/01/1927,401 MOUNT AUBURN AVE,TX,DALLAS,657710.0,1995.0,713.0,2.0,4.0,3.0,75223.0
1328,08/07/2019,01/01/1926,10600 LES JARDINS DR,TX,DALLAS,271580.0,1995.0,527.0,2.0,3.0,2.0,75229.0
1329,25/07/2019,01/01/1926,11500 ROCKCRAFT ST,TX,DALLAS,668220.0,1995.0,942.0,2.0,4.0,2.0,75218.0
1330,15/07/2019,01/01/1926,2914 CUMMINGS ST,TX,DALLAS,404640.0,1995.0,360.0,1.0,2.0,1.0,75216.0
1331,06/08/2019,01/01/1925,2100 JOE FIELD RD,TX,DALLAS,203020.0,1995.0,198.0,1.0,1.0,1.0,75229.0
1332,26/06/2019,01/01/1924,5001 BOURQUIN ST,TX,DALLAS,1004750.0,1995.0,756.0,2.0,4.0,3.0,75210.0
1333,25/06/2019,01/01/1924,3701 PANALERO LN,TX,DALLAS,981190.0,1995.0,838.0,2.0,4.0,3.0,75209.0
1334,29/07/2019,01/01/1924,9931 DRESDEN DR,TX,DALLAS,577240.0,1995.0,768.0,2.0,3.0,2.0,75220.0
1335,09/07/2019,01/01/1913,1700 COCKRELL AVE,TX,DALLAS,524147.3,1995.0,1061.0,2.0,5.0,3.0,75215.0
1336,31/07/2019,01/01/1913,2300 CROW CREEK CIR,TX,DALLAS,451780.0,1995.0,299.0,1.0,2.0,2.0,75224.0
1337,24/07/2019,01/01/1911,11301 SANABEL DR,TX,DALLAS,186750.0,1995.0,475.0,1.0,3.0,2.0,75218.0
1338,13/08/2019,01/01/1911,2301 BLUFFTON DR,TX,DALLAS,204000.0,1995.0,460.0,2.0,3.0,1.0,75228.0
1339,07/06/2019,01/01/1979,1811 AVILA PLZ,TX,DALLAS,552440.0,1994.0,661.0,1.0,4.0,3.0,75201.0
1340,13/06/2019,01/01/1979,1800 PAVILLION ST,TX,DALLAS,438140.0,1994.0,424.0,1.0,3.0,2.0,75204.0
1341,14/06/2019,01/01/1979,4701 ASHER PL,TX,DALLAS,532180.0,1994.0,1094.0,1.0,5.0,3.0,75204.0
1342,08/07/2019,01/01/1979,2301 PICKENS ST,TX,DALLAS,477750.0,1994.0,573.0,1.0,3.0,2.0,75214.0
1343,10/07/2019,01/01/1979,4200 BONHAM ST,TX,DALLAS,239130.0,1994.0,692.0,2.0,4.0,3.0,75229.0
1344,25/06/2019,01/01/1979,2201 FOREMAN ST,TX,DALLAS,767410.0,1994.0,856.0,1.0,4.0,2.0,75210.0
1345,16/07/2019,01/01/1979,1800 LAS CRUCES LN,TX,DALLAS,583640.0,1994.0,728.0,2.0,4.0,3.0,75217.0
1346,04/07/2019,01/01/1978,6500 ASCOT LN,TX,DALLAS,171460.0,1994.0,439.0,2.0,2.0,2.0,75214.0
1347,25/07/2019,01/01/1977,1100 TIMPLEMORE DR,TX,DALLAS,491130.0,1994.0,698.0,1.0,4.0,2.0,75218.0
1348,27/06/2019,01/01/1977,2800 CAIN BLVD,TX,DALLAS,1075320.0,1994.0,1146.0,1.0,4.0,3.0,75211.0
1349,14/06/2019,01/01/1977,4401 VIBURNUM DR,TX,DALLAS,610800.0,1994.0,817.0,1.0,3.0,3.0,75204.0
1350,22/07/2019,01/01/1976,10300 KINSLOW DR,TX,DALLAS,1731290.0,1994.0,1195.0,1.0,4.0,3.0,75217.0
1351,31/07/2019,01/01/1976,701 ARPEGE CIR,TX,DALLAS,775760.0,1994.0,893.0,1.0,3.0,3.0,75224.0
1352,28/07/2019,01/01/1975,2501 HOOD ST,TX,DALLAS,270890.0,1994.0,607.0,1.0,3.0,2.0,75219.0
1353,22/07/2019,01/01/1975,3400 EVENING PETAL LN,TX,DALLAS,331850.0,1994.0,408.0,1.0,3.0,2.0,75229.0
1354,14/08/2019,01/01/1975,2206 CAMBRIDGE SQUARE DR,TX,DALLAS,470850.0,1994.0,701.0,1.0,4.0,3.0,75228.0
1355,29/07/2019,01/01/1975,9401 THORNBERRY LN,TX,DALLAS,398070.0,1994.0,856.0,1.0,3.0,3.0,75220.0
1356,08/07/2019,01/01/1974,2500 LOVING AVE,TX,DALLAS,578460.0,1994.0,1177.0,1.0,3.0,2.0,75214.0
1357,04/07/2019,01/01/1967,2601 LA ALTURA LN,TX,DALLAS,403450.0,1994.0,472.0,1.0,4.0,2.0,75212.0
1358,17/07/2019,01/01/1967,8600 COMER DR,TX,DALLAS,1327100.0,1994.0,1006.0,1.0,5.0,2.0,75217.0
1359,05/08/2019,01/01/1966,5600 TWINEING ST,TX,DALLAS,251360.0,1994.0,500.0,1.0,3.0,2.0,75227.0
1360,03/07/2019,01/01/1965,3700 MAGDELINE ST,TX,DALLAS,435640.0,1994.0,637.0,1.0,3.0,2.0,75212.0
1361,07/07/2019,01/01/1965,6600 VADA DR,TX,DALLAS,468420.0,1994.0,616.0,1.0,3.0,2.0,75214.0
1362,31/07/2019,01/01/1965,1500 CHAMPAGNE DR,TX,DALLAS,270930.0,1994.0,817.0,1.0,4.0,2.0,75224.0
1363,13/06/2019,01/01/1965,2200 ARHUS WAY,TX,DALLAS,229980.0,1994.0,628.0,1.0,4.0,2.0,75204.0
1364,07/08/2019,01/01/1965,2900 CURVILINEAR CT,TX,DALLAS,252480.0,1994.0,613.0,1.0,3.0,2.0,75227.0
1365,16/07/2019,01/01/1964,2100 PEPPERMINT LN,TX,DALLAS,356950.0,1994.0,354.0,1.0,3.0,1.0,75217.0
1366,02/07/2019,01/01/1964,4500 CEDAR PATH DR,TX,DALLAS,375380.0,1994.0,661.0,1.0,3.0,2.0,75211.0
1367,07/08/2019,01/01/1952,10400 SAND SPRINGS AVE,TX,DALLAS,520070.0,1994.0,808.0,1.0,5.0,2.0,75227.0
1368,06/08/2019,01/01/1933,6500 ETHEL DR,TX,DALLAS,524147.3,1994.0,1149.0,1.0,3.0,2.0,75227.0
1369,14/08/2019,01/01/1929,4700 TREW DR,TX,DALLAS,301940.0,1994.0,631.0,1.0,4.0,2.0,75228.0
1370,15/07/2019,01/01/1928,4201 LANDRUM AVE,TX,DALLAS,802140.0,1994.0,567.0,2.0,3.0,2.0,75216.0
1371,03/07/2019,01/01/1927,4100 CADDO LEAF CT,TX,DALLAS,591940.0,1994.0,558.0,2.0,3.0,2.0,75212.0
1372,14/07/2019,01/01/1927,4401 HEDGDON DR,TX,DALLAS,833180.0,1994.0,689.0,2.0,4.0,3.0,75216.0
1373,22/07/2019,01/01/1926,400 TIAWAH DR,TX,DALLAS,560750.0,1994.0,558.0,2.0,5.0,1.0,75217.0
1374,17/07/2019,01/01/1924,1800 MASTERS DR,TX,DALLAS,441210.0,1994.0,555.0,2.0,3.0,1.0,75217.0
1375,14/06/2019,01/01/1923,7001 WESTCHESTER DR,TX,DALLAS,536470.0,1994.0,439.0,2.0,3.0,2.0,75205.0
1376,29/07/2019,01/01/1915,4301 ENFIELD DR,TX,DALLAS,1158820.0,1994.0,911.0,2.0,3.0,3.0,75220.0
1377,06/08/2019,01/01/1914,7401 IRELAND AVE,TX,DALLAS,957530.0,1994.0,677.0,2.0,4.0,2.0,75227.0
1378,01/07/2019,01/01/1979,4525 TIERRA DR,TX,DALLAS,462870.0,1993.0,878.0,1.0,2.0,2.0,75211.0
1379,24/06/2019,01/01/1979,4001 PARKSIDE DR,TX,DALLAS,321700.0,1993.0,722.0,1.0,4.0,2.0,75209.0
1380,11/06/2019,01/01/1978,1500 SPHINX ST,TX,DALLAS,199910.0,1993.0,570.0,1.0,3.0,2.0,75203.0
1381,10/06/2019,01/01/1978,501 DENLEY DR,TX,DALLAS,601660.0,1993.0,561.0,1.0,3.0,2.0,75203.0
1382,29/07/2019,01/01/1978,3635 BOLIVAR DR,TX,DALLAS,628000.0,1993.0,799.0,1.0,3.0,3.0,75220.0
1383,10/07/2019,01/01/1977,5000 LINDER AVE,TX,DALLAS,556500.0,1993.0,643.0,1.0,4.0,3.0,75215.0
1384,14/07/2019,01/01/1977,10000 PENSIVE DR,TX,DALLAS,261700.0,1993.0,637.0,1.0,4.0,2.0,75229.0
1385,24/07/2019,01/01/1977,11400 BARNES AVE,TX,DALLAS,235490.0,1993.0,597.0,2.0,3.0,2.0,75218.0
1386,31/07/2019,01/01/1976,1501 TRAILRIDGE DR,TX,DALLAS,440410.0,1993.0,716.0,1.0,4.0,3.0,75224.0
1387,21/07/2019,01/01/1975,6800 ANTLER AVE,TX,DALLAS,518750.0,1993.0,558.0,1.0,4.0,3.0,75217.0
1388,29/07/2019,01/01/1967,3900 REDDING ROW,TX,DALLAS,599200.0,1993.0,875.0,1.0,5.0,3.0,75220.0
1389,30/07/2019,01/01/1969,7101 SANTA MONICA DR,TX,DALLAS,995570.0,1992.0,1366.0,2.0,3.0,5.0,75223.0
1390,09/07/2019,01/01/1955,2800 TWYMAN AVE,TX,DALLAS,472990.0,1992.0,600.0,1.0,3.0,2.0,75215.0
1391,13/08/2019,01/01/1942,1500 BRITAINWAY LN,TX,DALLAS,1676040.0,1992.0,1140.0,2.0,3.0,3.0,75228.0
1392,17/06/2019,01/01/1909,6101 WESTWICK RD,TX,DALLAS,352330.0,1992.0,311.0,2.0,2.0,1.0,75205.0
1393,18/07/2019,01/01/1908,901 WOODGREEN DR,TX,DALLAS,1337980.0,1992.0,1344.0,3.0,5.0,2.0,75217.0
1394,12/08/2019,01/01/1908,12101 MARBROOK DR,TX,DALLAS,407890.0,1992.0,445.0,1.0,2.0,1.0,75230.0
1395,12/06/2019,01/01/1908,1801 HAMLET AVE,TX,DALLAS,503200.0,1992.0,326.0,2.0,2.0,1.0,75203.0
1396,31/07/2019,01/01/1906,2701 GRAYSON DR,TX,DALLAS,672950.0,1992.0,479.0,2.0,3.0,2.0,75224.0
1397,19/06/2019,01/01/1904,1600 EDISON ST,TX,DALLAS,341320.0,1992.0,357.0,2.0,3.0,1.0,75207.0
1398,24/07/2019,01/01/1962,11500 DATA DR,TX,DALLAS,901990.0,1991.0,783.0,1.0,4.0,2.0,75218.0
1399,15/08/2019,01/01/1961,3100 SAINT CROIX DR,TX,DALLAS,350130.0,1991.0,421.0,2.0,4.0,1.0,75229.0
1400,15/07/2019,01/01/1961,1640 ATLAS DR,TX,DALLAS,434430.0,1991.0,616.0,1.0,3.0,2.0,75216.0
1401,07/06/2019,01/01/1961,1901 PAYNE ST,TX,DALLAS,495830.0,1991.0,555.0,1.0,4.0,2.0,75201.0
1402,04/07/2019,01/01/1960,6000 CHIPPEWA DR,TX,DALLAS,370700.0,1991.0,491.0,1.0,3.0,2.0,75212.0
1403,13/06/2019,01/01/1960,2900 SILVERTON DR,TX,DALLAS,2111630.0,1991.0,713.0,1.0,4.0,1.0,75229.0
1404,06/08/2019,01/01/1960,4400 FAIR VISTA DR,TX,DALLAS,331730.0,1991.0,564.0,1.0,3.0,3.0,75227.0
1405,01/08/2019,01/01/1960,1 CROWNWOOD CT,TX,DALLAS,417460.0,1991.0,753.0,1.0,4.0,2.0,75225.0
1406,10/07/2019,01/01/1959,2534 CHOICE ST,TX,DALLAS,455630.0,1991.0,634.0,1.0,4.0,2.0,75215.0
1407,20/06/2019,01/01/1958,11228 SHELTERWOOD LN,TX,DALLAS,149420.0,1991.0,381.0,1.0,3.0,1.0,75229.0
1408,20/06/2019,01/01/1958,801 CRUTCHFIELD LN,TX,DALLAS,466990.0,1991.0,424.0,1.0,3.0,2.0,75208.0
